!CSV A.01.01
!Agilent Technologies,E8363C,SG49030112,A.09.42.10
!Agilent E8363C: A.09.42.10
!Date: Friday, June 11, 2021 09:11:47
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),S11(REAL),S11(IMAG)
1033592369.114,0.81330997,-0.42611086
1061339784.8953,0.83700562,-0.41688973
1089832096.9292,0.77434319,-0.44440529
1119089302.4088,0.76130509,-0.46631956
1149131935.3637,0.78011429,-0.46490318
1179981081.0723,0.82232517,-0.41633746
1211658390.86,0.78025377,-0.48309526
1244186097.295,0.74900758,-0.49104351
1277587029.7928,0.80458677,-0.5275833
1311884630.6379,0.76012212,-0.48797008
1347102971.4375,0.70768189,-0.52499813
1383266770.0158,0.70714688,-0.52567387
1420401407.7618,0.73642212,-0.53118622
1458532947.4434,0.67838287,-0.500521
1497688151.4994,0.69970161,-0.53866035
1537894500.8226,0.75216967,-0.56884503
1579180214.0469,0.63714212,-0.55161071
1621574267.3528,0.63929105,-0.63127297
1665106414.8037,0.63433641,-0.61347872
1709807209.2294,0.55748719,-0.59140325
1755708023.6684,0.56761444,-0.66163474
1802841073.388,0.54396904,-0.61904413
1851239438.4938,0.51465732,-0.61627734
1900937087.1467,0.49780592,-0.65403372
1951968899.4039,0.51077282,-0.65595782
2004370691.6988,0.4699944,-0.71607178
2058179241.9787,0.4154923,-0.70448428
2113432315.5173,0.37648031,-0.71944308
2170168691.42,0.36002374,-0.73485434
2228428189.841,0.36561692,-0.76102525
2288251699.9307,0.31206521,-0.77882016
2349681208.5334,0.32682809,-0.74911118
2412759829.6561,0.28235531,-0.75899595
2477531834.7273,0.2869392,-0.73769593
2544042683.6691,0.22733648,-0.76340336
2612339056.8028,0.27478644,-0.74892491
2682468887.6112,0.23787749,-0.7889787
2754481396.3807,0.18481845,-0.74935853
2828427124.7462,0.19523232,-0.76400834
2904357971.1636,0.1198058,-0.75785333
2982327227.3343,0.11788874,-0.75462663
3062389615.608,0.11582205,-0.80031866
3144601327.3889,0.033159088,-0.73218155
3229020062.5739,0.066186324,-0.6996997
3315705070.0485,0.063439824,-0.76910031
3404717189.2707,0.022371668,-0.75381601
3496118892.9707,0.0074406737,-0.68946272
3589974330.9972,0.011050149,-0.68989944
3686349375.3406,0.021793408,-0.69684756
3785311666.3648,0.0087768426,-0.7138083
3886930660.2806,-0.027484991,-0.70546108
3991277677.8928,-0.061894272,-0.69621152
4098425954.6569,-0.12650561,-0.63495964
4208450692.0784,-0.18019721,-0.63949656
4321429110.4932,-0.1967361,-0.64170992
4437440503.264,-0.19841057,-0.62481898
4556566292.4321,-0.19248416,-0.66309452
4678890085.8628,-0.17717873,-0.67788202
4804497735.9257,-0.15607458,-0.67218435
4933477399.7493,-0.14226042,-0.6881097
5065919601.0939,-0.2057613,-0.66431141
5201917293.8851,-0.18680784,-0.66361111
5341565927.4533,-0.1670437,-0.63632458
5484963513.5241,-0.18149611,-0.60927075
5632210695.0077,-0.24080899,-0.54641855
5783410816.6341,-0.30475515,-0.52072686
5938669997.4857,-0.29771322,-0.5751316
6098097205.4762,-0.30218914,-0.54928035
6261804333.829,-0.375588,-0.52175635
6429906279.6093,-0.3181785,-0.55184698
6602521024.364,-0.37805232,-0.54484874
6779769716.9262,-0.24139847,-0.5902015
6961776758.4431,-0.31159964,-0.52395576
7148669889.6865,-0.19650224,-0.57803142
7340580280.7068,-0.36379457,-0.50784552
7537642622.8943,-0.28365019,-0.41572461
7739995223.5113,-0.39879838,-0.44887859
7947780102.7631,-0.50137585,-0.3485589
8161143093.4735,-0.47191826,-0.36529142
8380233943.4371,-0.47048825,-0.4028239
8605206420.5195,-0.34558302,-0.44638765
8836218420.5777,-0.30731148,-0.48998371
9073432078.2793,-0.26065236,-0.46291018
9317013880.8956,-0.2983357,-0.37546059
9567134785.15,-0.39112675,-0.23480387
9823970337.203,-0.49498266,-0.1628466
10087700795.859,-0.54413974,-0.31648001
10358511259.078,-0.45027113,-0.48917419
10636591793.89,-0.3132872,-0.40136737
10922137569.788,-0.41692197,-0.33676842
11215348995.709,-0.37846294,-0.36448792
11516431860.691,-0.48333418,-0.034972705
11825597478.302,-0.55329949,-0.21900585
12143062834.953,-0.57695401,-0.28167418
12469050742.186,-0.48282906,-0.44735387
12803789993.056,-0.28260809,-0.30150139
13147515522.703,-0.37777439,-0.1241881
13500468573.249,-0.51992285,-0.096085444
13862896863.103,-0.49644315,-0.12205165
14235054760.827,-0.4751687,-0.15986547
14617203463.663,-0.41794705,-0.13973077
15009611180.85,-0.4870401,-0.044588059
15412553321.868,-0.58424878,0.022960842
15826312689.732,-0.63266015,-0.13946246
16251179679.474,-0.34450448,-0.35843134
16687452481.962,-0.5468204,-0.083380803
17135437293.173,-0.38466707,0.040125798
17595448529.107,-0.55265999,0.18609539
18067809046.449,-0.37563685,-0.20746504
18552850369.169,-0.2764267,-0.20919673
19050912921.201,-0.3531982,0.083623111
19562346265.364,-0.64735246,0.13413154
20087509348.706,-0.52485538,-0.31580123
20626770754.425,-0.36301377,-0.13825569
21180508960.56,-0.35935643,0.22900553
21749112605.624,-0.61713898,-0.078391984
22332980761.364,-0.50785214,-0.36345926
22932523212.855,-0.42183918,0.21645436
23548160746.099,-0.62345397,0.11652267
24180325443.354,-0.19802028,-0.43174255
24829460986.391,-0.38848931,0.28263989
25496022967.886,-0.53265727,-0.043233268
26180479211.178,-0.44108909,-0.41749588
26883310098.609,-0.49748755,0.34483066
27605008908.675,-0.55208522,-0.38914043
28346082162.236,-0.17596619,0.12891261
29107049978.011,-0.62342066,-0.018266225
29888446437.621,-0.11367197,-0.3350988
30690819960.437,-0.59300172,0.24687093
31514733688.477,-0.15103364,-0.58279812
32360765881.653,-0.43368456,0.12632196
33229510323.611,-0.10607877,-0.53128755
34121576738.487,-0.33659506,-0.020558447
35037591218.825,-0.030743521,-0.55168509
35978196665.009,-0.41319224,-0.040045939
36944053236.475,-0.26254886,-0.43373612
37935838815.036,-0.019090526,-0.48042321
38954249480.659,0.038385615,-0.50876009
40000000000,0.095865458,-0.18362638
END

