!CSV A.01.01
!Agilent Technologies,E8363C,SG49030112,A.09.42.10
!Agilent E8363C: A.09.42.10
!Date: Friday, June 11, 2021 09:11:09
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),S11(REAL),S11(IMAG)
1211658390.86,-0.9297235,-0.10248727
1244186097.295,-0.99736148,-0.14357133
1277587029.7928,-0.92591608,-0.084543876
1311884630.6379,-0.93369728,-0.045065351
1347102971.4375,-0.93831617,-0.060029455
1383266770.0158,-0.94731081,-0.094916485
1420401407.7618,-0.87364388,-0.04950266
1458532947.4434,-0.92905003,-0.063119687
1497688151.4994,-0.95485121,-0.11159966
1537894500.8226,-0.90761071,-0.050151948
1579180214.0469,-0.97033495,-0.030430606
1621574267.3528,-0.93912286,-0.014703053
1665106414.8037,-0.90374154,0.012444171
1709807209.2294,-0.94393331,0.016965197
1755708023.6684,-0.89388108,0.0051480695
1802841073.388,-0.89034891,0.001669472
1851239438.4938,-0.92594957,0.0055859294
1900937087.1467,-0.85719454,-0.038935274
1951968899.4039,-0.9238354,-0.0036576067
2004370691.6988,-0.94086432,-0.0079360092
2058179241.9787,-0.93411845,0.0021752988
2113432315.5173,-0.91077524,-0.0062675322
2170168691.42,-0.8939594,-0.026885131
2228428189.841,-0.91948241,-0.00047779016
2288251699.9307,-0.92677516,0.015989251
2349681208.5334,-0.92124808,0.016748125
2412759829.6561,-0.94941831,0.002324437
2477531834.7273,-0.92950451,0.010654348
2544042683.6691,-0.92698735,-0.0069738673
2612339056.8028,-0.93019885,0.031598002
2682468887.6112,-0.97817183,0.00013114186
2754481396.3807,-0.96376902,0.098255612
2828427124.7462,-0.92906469,0.038540587
2904357971.1636,-0.94939238,0.042497687
2982327227.3343,-0.87680906,0.05566204
3062389615.608,-0.88194549,-0.003814829
3144601327.3889,-0.93053436,0.040736634
3229020062.5739,-0.87798589,0.060222354
3315705070.0485,-0.85185057,0.041174654
3404717189.2707,-0.89643449,0.03521568
3496118892.9707,-0.91588014,0.077115834
3589974330.9972,-0.85019082,0.10755219
3686349375.3406,-0.82049131,0.060357839
3785311666.3648,-0.86426002,0.06621816
3886930660.2806,-0.89921141,0.023313198
3991277677.8928,-0.91610748,0.062824674
4098425954.6569,-0.85650957,0.090971969
4208450692.0784,-0.85206884,0.082326122
4321429110.4932,-0.88561368,0.090628862
4437440503.264,-0.83877265,0.031598266
4556566292.4321,-0.87492996,-0.055485565
4678890085.8628,-0.92271996,-0.066798687
4804497735.9257,-0.92423552,-0.09348093
4933477399.7493,-0.97514796,-0.094509795
5065919601.0939,-0.91867357,-0.019869745
5201917293.8851,-0.90707678,-0.026347686
5341565927.4533,-0.85493213,-0.040181082
5484963513.5241,-0.85814524,0.068510279
5632210695.0077,-0.84896886,0.1257512
5783410816.6341,-0.86264962,0.08062578
5938669997.4857,-0.91645998,0.0045181573
6098097205.4762,-0.89145559,0.024109885
6261804333.829,-0.88289368,-0.0042013419
6429906279.6093,-0.88361412,-0.11064541
6602521024.364,-0.87613457,-0.10649835
6779769716.9262,-0.84564996,-0.1751129
6961776758.4431,-0.87280959,-0.13195522
7148669889.6865,-0.79003417,-0.099425673
7340580280.7068,-0.94608027,0.055140976
7537642622.8943,-0.80950481,0.14748007
7739995223.5113,-0.86769122,0.069730476
7947780102.7631,-0.88595581,0.14777268
8161143093.4735,-0.84810501,0.044362795
8380233943.4371,-0.84082091,-0.030482175
8605206420.5195,-0.7952897,-0.17214714
8836218420.5777,-0.82076091,-0.12961891
9073432078.2793,-0.76700407,-0.077106178
9317013880.8956,-0.80430967,0.10008468
9567134785.15,-0.78629428,0.21007684
9823970337.203,-0.76814157,0.20492274
10087700795.859,-0.85153848,-0.035030711
10358511259.078,-0.85002702,-0.23377343
10636591793.89,-0.74635226,-0.13028187
10922137569.788,-0.89006251,-0.046618346
11215348995.709,-0.84773129,0.028691933
11516431860.691,-0.74502331,0.35397515
11825597478.302,-0.85980326,0.062234163
12143062834.953,-0.86635137,-0.048441343
12469050742.186,-0.88368034,-0.29608864
12803789993.056,-0.81747413,0.019125381
13147515522.703,-0.7094717,0.30527738
13500468573.249,-0.74510539,0.18354668
13862896863.103,-0.74255985,0.071756206
14235054760.827,-0.82370752,0.048753235
14617203463.663,-0.7733022,0.037416916
15009611180.85,-0.8488633,0.3263112
15412553321.868,-0.80549043,0.30674139
15826312689.732,-0.871068,0.02201332
16251179679.474,-0.69120228,-0.21504064
16687452481.962,-0.93894833,0.14743243
17135437293.173,-0.68391645,0.38099891
17595448529.107,-0.75231272,0.42468324
18067809046.449,-0.68971366,-0.11500664
18552850369.169,-0.72159344,-0.031876624
19050912921.201,-0.62572891,0.34013328
19562346265.364,-0.8635025,0.31527588
20087509348.706,-0.78248101,-0.25995228
20626770754.425,-0.83476937,0.012864414
21180508960.56,-0.58106023,0.45850617
21749112605.624,-0.82349449,0.0081151361
22332980761.364,-0.95653462,-0.28938136
22932523212.855,-0.71492255,0.49958721
23548160746.099,-0.7822935,0.2241482
24180325443.354,-0.55232644,-0.50405324
24829460986.391,-0.67163587,0.5360207
25496022967.886,-0.76229507,-0.0032985001
26180479211.178,-0.82783717,-0.44653723
26883310098.609,-0.68469197,0.51826239
27605008908.675,-0.77205336,-0.45303553
28346082162.236,-0.65423697,0.30204019
29107049978.011,-0.80717909,-0.0041002026
29888446437.621,-0.52833378,-0.56577122
30690819960.437,-0.84487277,0.34886393
31514733688.477,-0.29697907,-0.76397532
32360765881.653,-0.75533623,0.1449842
33229510323.611,-0.24932222,-0.7036953
34121576738.487,-0.70337456,-0.058058619
35037591218.825,-0.16078141,-0.73950946
35978196665.009,-0.73798048,-0.16649859
36944053236.475,-0.4249438,-0.6253162
37935838815.036,0.0040868158,-0.8197242
38954249480.659,-0.045995153,-0.84466052
40000000000,0.17828371,-0.64281195
END

