!CSV A.01.01
!Agilent Technologies,E8363C,SG49030112,A.09.42.10
!Agilent E8363C: A.09.42.10
!Date: Friday, June 11, 2021 09:12:42
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),S11(REAL),S11(IMAG)
954627287.73402,0.95416528,-0.080122568
980254837.87898,0.91985434,-0.092596442
1006570375.1943,0.92741805,-0.12795098
1033592369.114,0.93268126,-0.10054713
1061339784.8953,0.96143949,-0.057431556
1089832096.9292,0.92581213,-0.090374045
1119089302.4088,0.90711218,-0.11110953
1149131935.3637,0.92794746,-0.11324129
1179981081.0723,0.94877291,-0.033438474
1211658390.86,0.96563625,-0.081217602
1244186097.295,0.91177464,-0.11951747
1277587029.7928,0.98414421,-0.11693578
1311884630.6379,0.94719779,-0.092520446
1347102971.4375,0.91953093,-0.11570364
1383266770.0158,0.89581376,-0.1339917
1420401407.7618,0.95365065,-0.10433487
1458532947.4434,0.89265043,-0.089039244
1497688151.4994,0.91145682,-0.10675287
1537894500.8226,0.99418569,-0.086207397
1579180214.0469,0.89929223,-0.12791993
1621574267.3528,0.92633039,-0.16465972
1665106414.8037,0.93542337,-0.16007514
1709807209.2294,0.86659557,-0.16065271
1755708023.6684,0.90655535,-0.18501925
1802841073.388,0.88404226,-0.17651214
1851239438.4938,0.83885312,-0.1635484
1900937087.1467,0.89085793,-0.20208707
1951968899.4039,0.88919085,-0.15796554
2004370691.6988,0.89473474,-0.23502889
2058179241.9787,0.8595227,-0.27049911
2113432315.5173,0.84758598,-0.29195911
2170168691.42,0.86341006,-0.31152132
2228428189.841,0.88547421,-0.3070429
2288251699.9307,0.85280532,-0.35207307
2349681208.5334,0.83678955,-0.33048883
2412759829.6561,0.81297559,-0.35696664
2477531834.7273,0.8155815,-0.35996595
2544042683.6691,0.80220079,-0.39166388
2612339056.8028,0.83957481,-0.33572224
2682468887.6112,0.81714338,-0.39328682
2754481396.3807,0.79516745,-0.37336785
2828427124.7462,0.79548365,-0.40786216
2904357971.1636,0.77383459,-0.4200969
2982327227.3343,0.84794366,-0.42496577
3062389615.608,0.8431558,-0.46894604
3144601327.3889,0.7181831,-0.45636564
3229020062.5739,0.73736387,-0.43286344
3315705070.0485,0.78515649,-0.48161155
3404717189.2707,0.73032552,-0.48006803
3496118892.9707,0.6823501,-0.44239309
3589974330.9972,0.73945141,-0.44532126
3686349375.3406,0.74341869,-0.46149939
3785311666.3648,0.7469784,-0.42580971
3886930660.2806,0.75785208,-0.42153639
3991277677.8928,0.75607967,-0.38593692
4098425954.6569,0.7104038,-0.41796443
4208450692.0784,0.68954241,-0.47633004
4321429110.4932,0.65151286,-0.48678935
4437440503.264,0.63022286,-0.51833522
4556566292.4321,0.64550102,-0.57468975
4678890085.8628,0.63277274,-0.5444926
4804497735.9257,0.61724454,-0.54161358
4933477399.7493,0.62310636,-0.50697297
5065919601.0939,0.59515274,-0.55630273
5201917293.8851,0.60727012,-0.54277968
5341565927.4533,0.6160363,-0.55895722
5484963513.5241,0.66749626,-0.50339037
5632210695.0077,0.64881802,-0.47664472
5783410816.6341,0.55713475,-0.53390574
5938669997.4857,0.57295376,-0.57031995
6098097205.4762,0.5948897,-0.55219883
6261804333.829,0.5006929,-0.63380057
6429906279.6093,0.48613238,-0.62792766
6602521024.364,0.38868797,-0.69644135
6779769716.9262,0.48425281,-0.62713122
6961776758.4431,0.40153757,-0.61597949
7148669889.6865,0.58432925,-0.63174868
7340580280.7068,0.49660119,-0.56392759
7537642622.8943,0.58026892,-0.5023582
7739995223.5113,0.45059019,-0.60674328
7947780102.7631,0.34101805,-0.59387892
8161143093.4735,0.2764107,-0.65620333
8380233943.4371,0.22107551,-0.70799291
8605206420.5195,0.26387841,-0.65021122
8836218420.5777,0.3881467,-0.67274857
9073432078.2793,0.45760024,-0.67210615
9317013880.8956,0.4785361,-0.57361704
9567134785.15,0.3475962,-0.55647212
9823970337.203,0.14686555,-0.60703576
10087700795.859,0.028610222,-0.71435112
10358511259.078,0.13779232,-0.79338199
10636591793.89,0.28021991,-0.69406539
10922137569.788,0.21474491,-0.59780216
11215348995.709,0.28254738,-0.68347669
11516431860.691,0.11834117,-0.53675663
11825597478.302,-0.027323738,-0.65634155
12143062834.953,-0.14287782,-0.70420253
12469050742.186,0.0035729797,-0.72580588
12803789993.056,0.34772509,-0.58877081
13147515522.703,0.25236607,-0.61702496
13500468573.249,-0.13702582,-0.61470878
13862896863.103,-0.18115455,-0.53474158
14235054760.827,-0.058534071,-0.55012202
14617203463.663,-0.033958986,-0.50568229
15009611180.85,0.040810943,-0.52583992
15412553321.868,-0.2606371,-0.52624428
15826312689.732,-0.39407921,-0.52639979
16251179679.474,-0.020295519,-0.71048671
16687452481.962,-0.18667732,-0.49886778
17135437293.173,-0.083157994,-0.49694067
17595448529.107,-0.40492672,-0.30117545
18067809046.449,-0.12136372,-0.52385455
18552850369.169,0.056438688,-0.57748324
19050912921.201,-0.14192554,-0.37780321
19562346265.364,-0.52256405,-0.26546788
20087509348.706,-0.35225576,-0.59119004
20626770754.425,-0.037466172,-0.50787592
21180508960.56,-0.25335991,-0.20798534
21749112605.624,-0.52928662,-0.34745532
22332980761.364,-0.24872759,-0.69862115
22932523212.855,-0.28918028,-0.2410768
23548160746.099,-0.60394859,-0.1226955
24180325443.354,0.014106362,-0.63591218
24829460986.391,-0.28195104,-0.12852074
25496022967.886,-0.43004289,-0.26632524
26180479211.178,-0.25922039,-0.65962178
26883310098.609,-0.46523985,0.03924964
27605008908.675,-0.40988314,-0.54125094
28346082162.236,0.040470373,-0.19126105
29107049978.011,-0.53780383,-0.18658514
29888446437.621,0.15253536,-0.48119241
30690819960.437,-0.51028955,0.0017468313
31514733688.477,0.0042821746,-0.63669801
32360765881.653,-0.25004765,-0.067059457
33229510323.611,0.04929157,-0.58152062
34121576738.487,-0.15237489,-0.19388768
35037591218.825,0.12419839,-0.5823366
35978196665.009,-0.21697707,-0.15170741
36944053236.475,-0.10565419,-0.48190087
37935838815.036,0.13900694,-0.35773337
38954249480.659,0.23516728,-0.4643088
40000000000,0.26324236,-0.025431577
END

