!CSV A.01.01
!Agilent Technologies,E8363C,SG49030112,A.09.42.10
!Agilent E8363C: A.09.42.10
!Date: Tuesday, October 22, 2019 12:18:01
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),S11(REAL),S11(IMAG)
5632210695.0077,0.53960919,-0.57045984
5783410816.6341,0.52332205,-0.5932492
5938669997.4857,0.59921652,-0.58549947
6098097205.4762,0.55970746,-0.58968824
6261804333.829,0.54370528,-0.60586679
6429906279.6093,0.60602385,-0.54164779
6602521024.364,0.59531724,-0.55741245
6779769716.9262,0.61198193,-0.47578529
6961776758.4431,0.57730937,-0.54470891
7148669889.6865,0.47515786,-0.49396902
7340580280.7068,0.4358086,-0.70501626
7537642622.8943,0.26279613,-0.67113572
7739995223.5113,0.36434442,-0.66166061
7947780102.7631,0.35132033,-0.71442258
8161143093.4735,0.39776987,-0.64052641
8380233943.4371,0.4323535,-0.59446263
8605206420.5195,0.44767913,-0.58073097
8836218420.5777,0.28718719,-0.61724532
9073432078.2793,0.15232095,-0.63708991
9317013880.8956,0.033397354,-0.70288616
9567134785.15,0.085633107,-0.76500666
9823970337.203,0.24637216,-0.68906158
10087700795.859,0.42368886,-0.57385671
10358511259.078,0.28683907,-0.54976124
10636591793.89,0.036915135,-0.68080246
10922137569.788,0.098982714,-0.7303409
11215348995.709,-0.10430254,-0.66144133
11516431860.691,0.13848335,-0.73728621
11825597478.302,0.24353583,-0.62152219
12143062834.953,0.19840017,-0.57133418
12469050742.186,-0.033605557,-0.5790115
12803789993.056,-0.19018705,-0.75577813
13147515522.703,-0.034818891,-0.73815358
13500468573.249,0.096435152,-0.5914889
13862896863.103,-0.0020901377,-0.62580657
14235054760.827,-0.060057543,-0.64237863
14617203463.663,-0.13384677,-0.66817677
15009611180.85,0.080378279,-0.60524881
15412553321.868,0.064348385,-0.52231997
15826312689.732,-0.28773627,-0.40696001
16251179679.474,-0.39613178,-0.69540203
16687452481.962,-0.18228155,-0.47470838
17135437293.173,-0.086254694,-0.64357966
17595448529.107,-0.23358712,-0.35497087
18067809046.449,-0.26228777,-0.54755729
18552850369.169,-0.077833086,-0.66810364
19050912921.201,-0.13854857,-0.4406817
19562346265.364,-0.53861427,-0.20637293
20087509348.706,-0.43091068,-0.5768072
20626770754.425,-0.081898585,-0.50368392
21180508960.56,-0.35863462,-0.12771001
21749112605.624,-0.51308459,-0.43961048
22332980761.364,-0.18077606,-0.66509438
22932523212.855,-0.5294171,-0.078542367
23548160746.099,-0.55469787,-0.38447309
24180325443.354,0.089419171,-0.30536386
24829460986.391,-0.59527349,-0.011981147
25496022967.886,-0.31392255,-0.44438171
26180479211.178,-0.085673667,-0.18698406
26883310098.609,-0.52940053,-0.42270043
27605008908.675,0.0010165592,-0.37317595
28346082162.236,-0.68171859,-0.12154
29107049978.011,0.0085146837,-0.54302627
29888446437.621,-0.59753305,-0.049404975
30690819960.437,-0.080419227,-0.60310006
31514733688.477,-0.47711173,0.20375274
32360765881.653,0.097209163,-0.58115524
33229510323.611,-0.55969495,-0.11015166
34121576738.487,-0.066309191,-0.41482949
35037591218.825,-0.5247789,-0.35991034
35978196665.009,0.053601414,-0.28380331
36944053236.475,-0.38712075,-0.32671821
37935838815.036,0.015701227,-0.26365438
38954249480.659,0.013384629,-0.5914647
40000000000,0.26161405,-0.11994683
END

