!CSV A.01.01
!Agilent Technologies,E8363C,SG49030112,A.09.42.10
!Agilent E8363C: A.09.42.10
!Date: Tuesday, October 22, 2019 12:59:21
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),S11(REAL),S11(IMAG)
1579180214.0469,0.11320433,-0.14858821
1621574267.3528,0.12736307,-0.18924841
1665106414.8037,0.13262552,-0.155174
1709807209.2294,0.085635044,-0.16830234
1755708023.6684,0.10791396,-0.19750105
1802841073.388,0.10063826,-0.16948578
1851239438.4938,0.08339899,-0.19609931
1900937087.1467,0.099004105,-0.19028768
1951968899.4039,0.078184955,-0.20508294
2004370691.6988,0.085796341,-0.23392132
2058179241.9787,0.073133267,-0.22697856
2113432315.5173,0.068007812,-0.24087511
2170168691.42,0.074388273,-0.2451283
2228428189.841,0.072485201,-0.25407907
2288251699.9307,0.063792318,-0.27195954
2349681208.5334,0.074279249,-0.2546367
2412759829.6561,0.062530436,-0.27828309
2477531834.7273,0.068218678,-0.25156909
2544042683.6691,0.054652479,-0.28527254
2612339056.8028,0.054047041,-0.25654134
2682468887.6112,0.066577405,-0.29732567
2754481396.3807,0.0069293417,-0.27615747
2828427124.7462,0.050916698,-0.27510005
2904357971.1636,0.0062986654,-0.30715853
2982327227.3343,-0.00058224611,-0.27177745
3062389615.608,0.04276092,-0.30023095
3144601327.3889,-0.018008554,-0.32316366
3229020062.5739,-0.019911438,-0.27397478
3315705070.0485,0.01741207,-0.28424513
3404717189.2707,-0.00089184474,-0.32067108
3496118892.9707,-0.049762439,-0.30057254
3589974330.9972,-0.060206845,-0.26439163
3686349375.3406,-0.028901666,-0.25580707
3785311666.3648,-0.044847537,-0.2871834
3886930660.2806,-0.065642767,-0.32929039
3991277677.8928,-0.10022368,-0.34767473
4098425954.6569,-0.12780707,-0.33759651
4208450692.0784,-0.12806907,-0.35136053
4321429110.4932,-0.12685274,-0.36169645
4437440503.264,-0.10183816,-0.35786775
4556566292.4321,-0.073147058,-0.38278499
4678890085.8628,-0.078108095,-0.38851625
4804497735.9257,-0.077668183,-0.37402126
4933477399.7493,-0.091170512,-0.3787857
5065919601.0939,-0.10661271,-0.35151309
5201917293.8851,-0.11320536,-0.32908931
5341565927.4533,-0.13186756,-0.29307055
5484963513.5241,-0.2027894,-0.27994868
5632210695.0077,-0.24893025,-0.31750557
5783410816.6341,-0.2245957,-0.36735278
5938669997.4857,-0.19884491,-0.38303751
6098097205.4762,-0.21590467,-0.38177004
6261804333.829,-0.17529617,-0.41816473
6429906279.6093,-0.16195053,-0.4081496
6602521024.364,-0.13173708,-0.39244902
6779769716.9262,-0.19405705,-0.2807889
6961776758.4431,-0.21496481,-0.35419789
7148669889.6865,-0.30581409,-0.19422556
7340580280.7068,-0.29673022,-0.33834365
7537642622.8943,-0.40257981,-0.30839106
7739995223.5113,-0.27566615,-0.33929065
7947780102.7631,-0.23319563,-0.42451328
8161143093.4735,-0.22887908,-0.39524353
8380233943.4371,-0.2145932,-0.35256442
8605206420.5195,-0.32641762,-0.28908002
8836218420.5777,-0.40722656,-0.20741817
9073432078.2793,-0.49897373,-0.20574425
9317013880.8956,-0.49537683,-0.26838356
9567134785.15,-0.4428089,-0.37987512
9823970337.203,-0.29177901,-0.41678718
10087700795.859,-0.22987776,-0.32154202
10358511259.078,-0.38086727,-0.14729941
10636591793.89,-0.53417957,-0.2137524
10922137569.788,-0.40906474,-0.27503735
11215348995.709,-0.51763093,-0.21912675
11516431860.691,-0.31296182,-0.4256759
11825597478.302,-0.32649198,-0.25758317
12143062834.953,-0.39120144,-0.11259065
12469050742.186,-0.48523355,-0.061298978
12803789993.056,-0.52562541,-0.38432786
13147515522.703,-0.43881744,-0.43201816
13500468573.249,-0.40577039,-0.19315347
13862896863.103,-0.42153779,-0.091889381
14235054760.827,-0.41643155,-0.17813058
14617203463.663,-0.41100496,-0.19217432
15009611180.85,-0.31441581,-0.28356364
15412553321.868,-0.39814925,-0.062143672
15826312689.732,-0.52672094,0.13093226
16251179679.474,-0.60978168,-0.27510312
16687452481.962,-0.44332594,-0.065201528
17135437293.173,-0.37808374,-0.15801059
17595448529.107,-0.40321928,0.21431261
18067809046.449,-0.43555316,-0.18612389
18552850369.169,-0.33235744,-0.30596215
19050912921.201,-0.32382739,0.046944268
19562346265.364,-0.61357075,0.23082533
20087509348.706,-0.56290221,-0.27310079
20626770754.425,-0.35678747,-0.066562288
21180508960.56,-0.39116427,0.30746642
21749112605.624,-0.59936655,-0.15688267
22332980761.364,-0.38653433,-0.20080726
22932523212.855,-0.50436854,0.32941449
23548160746.099,-0.60134184,-0.15086545
24180325443.354,-0.052877747,0.13575771
24829460986.391,-0.59206188,0.24812484
25496022967.886,-0.48268944,-0.1615635
26180479211.178,-0.10168732,0.23801076
26883310098.609,-0.61222583,-0.24173099
27605008908.675,-0.18346728,0.011868505
28346082162.236,-0.73419023,0.073914617
29107049978.011,-0.23480685,-0.32562134
29888446437.621,-0.6716274,0.16770323
30690819960.437,-0.26212806,-0.41087514
31514733688.477,-0.50831819,0.39155275
32360765881.653,-0.10955616,-0.50942034
33229510323.611,-0.66572523,0.055692464
34121576738.487,-0.26319936,-0.28904122
35037591218.825,-0.66291511,-0.24366823
35978196665.009,-0.17504419,-0.17244759
36944053236.475,-0.51915449,-0.2027097
37935838815.036,-0.20340103,-0.35398048
38954249480.659,-0.19974086,-0.57474375
40000000000,0.032441448,-0.2318687
END

