!CSV A.01.01
!Agilent Technologies,E8363C,SG49030112,A.09.42.10
!Agilent E8363C: A.09.42.10
!Date: Friday, June 11, 2021 09:09:53
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),S11(REAL),S11(IMAG)
793044932.82397,0.98125494,0.091110446
814334706.37674,0.97495663,0.10157546
836196016.84901,0.96295398,0.11542842
858644207.49698,0.97949392,0.069280721
881695033.47592,0.96040505,0.0027023088
905364672.89782,0.9532631,0.026663965
929669738.1859,0.98614752,0.06275972
954627287.73402,0.96145159,0.046283286
980254837.87898,0.92530024,0.034177925
1006570375.1943,0.93673843,0.00124795
1033592369.114,0.93784755,0.025426187
1061339784.8953,0.96119267,0.080626488
1089832096.9292,0.9349547,0.051837217
1119089302.4088,0.9134742,0.030116748
1149131935.3637,0.93558365,0.028512109
1179981081.0723,0.94338077,0.11294508
1211658390.86,0.97371572,0.08554399
1244186097.295,0.92010111,0.032193001
1277587029.7928,0.98838449,0.049509954
1311884630.6379,0.95679718,0.070980504
1347102971.4375,0.93189073,0.058910426
1383266770.0158,0.90503728,0.029357586
1420401407.7618,0.96084905,0.076758116
1458532947.4434,0.9032079,0.08763624
1497688151.4994,0.91609269,0.076222733
1537894500.8226,0.99297619,0.11843261
1579180214.0469,0.92067897,0.063441679
1621574267.3528,0.9392699,0.045020636
1665106414.8037,0.95424503,0.049244501
1709807209.2294,0.89410847,0.045118902
1755708023.6684,0.92458206,0.043845356
1802841073.388,0.91344237,0.044450365
1851239438.4938,0.85848171,0.055226974
1900937087.1467,0.92715794,0.043364201
1951968899.4039,0.9061622,0.093174413
2004370691.6988,0.93047768,0.026440613
2058179241.9787,0.91627198,-0.015164455
2113432315.5173,0.90976471,-0.026456138
2170168691.42,0.93357146,-0.031044127
2228428189.841,0.94575489,-0.015100204
2288251699.9307,0.92842537,-0.060342651
2349681208.5334,0.90503395,-0.053869855
2412759829.6561,0.89364016,-0.074903391
2477531834.7273,0.90470397,-0.084588498
2544042683.6691,0.90259421,-0.092675537
2612339056.8028,0.91943139,-0.033819102
2682468887.6112,0.91094583,-0.090760171
2754481396.3807,0.89672697,-0.066344768
2828427124.7462,0.9010011,-0.10535724
2904357971.1636,0.89764893,-0.088227533
2982327227.3343,0.98551965,-0.043672942
3062389615.608,0.9784801,-0.08541391
3144601327.3889,0.87038416,-0.11226743
3229020062.5739,0.89117646,-0.093376078
3315705070.0485,0.92557567,-0.10671443
3404717189.2707,0.87747365,-0.11310094
3496118892.9707,0.84553343,-0.099250764
3589974330.9972,0.90795159,-0.06881164
3686349375.3406,0.91487586,-0.088009067
3785311666.3648,0.87808174,-0.031274427
3886930660.2806,0.90901816,0.02394307
3991277677.8928,0.88543367,0.08613807
4098425954.6569,0.88956749,0.058506604
4208450692.0784,0.89440793,0.03238881
4321429110.4932,0.86440313,-0.0021836623
4437440503.264,0.88057518,-0.030641664
4556566292.4321,0.93446994,-0.065343633
4678890085.8628,0.88514239,-0.068318695
4804497735.9257,0.87023938,-0.095511802
4933477399.7493,0.83857185,-0.068275437
5065919601.0939,0.83959675,-0.094169654
5201917293.8851,0.83468717,-0.084027633
5341565927.4533,0.87641537,-0.10076267
5484963513.5241,0.88613588,-0.0021991644
5632210695.0077,0.87497443,0.071187191
5783410816.6341,0.85386246,0.018534331
5938669997.4857,0.88053781,-0.00090558227
6098097205.4762,0.89178628,0.066102944
6261804333.829,0.89996231,0.024882449
6429906279.6093,0.89735341,-0.044809915
6602521024.364,0.86173582,-0.13674818
6779769716.9262,0.84250152,-0.1437508
6961776758.4431,0.82668442,-0.13601595
7148669889.6865,0.92894763,-0.10211723
7340580280.7068,0.80507427,0.034643929
7537642622.8943,0.88880813,0.12755613
7739995223.5113,0.82291466,0.065647826
7947780102.7631,0.76613647,0.14232674
8161143093.4735,0.84181583,0.037586141
8380233943.4371,0.86109817,-0.072701335
8605206420.5195,0.84846103,-0.20899485
8836218420.5777,0.88307595,-0.15756097
9073432078.2793,0.96633136,-0.12526426
9317013880.8956,0.89711726,0.020297199
9567134785.15,0.89187133,0.095873475
9823970337.203,0.86356956,0.13677414
10087700795.859,0.87075883,-0.039626665
10358511259.078,0.8566767,-0.25688067
10636591793.89,0.93601781,-0.18946853
10922137569.788,0.80991638,-0.057182055
11215348995.709,0.86286849,-0.12675117
11516431860.691,0.825275,0.20933405
11825597478.302,0.83892143,0.022890737
12143062834.953,0.84297544,-0.19056429
12469050742.186,0.75473982,-0.30675578
12803789993.056,0.91198909,-0.050834592
13147515522.703,0.90383554,0.11452595
13500468573.249,0.84895372,0.052372441
13862896863.103,0.86215317,-0.14503153
14235054760.827,0.8259027,-0.10362217
14617203463.663,0.84406763,-0.18002136
15009611180.85,0.76012897,0.13000998
15412553321.868,0.75308049,0.168616
15826312689.732,0.73448104,-0.24770927
16251179679.474,0.88042486,-0.46597666
16687452481.962,0.70024478,-0.16188481
17135437293.173,0.90659916,-0.084228799
17595448529.107,0.80419046,0.071272299
18067809046.449,0.7995553,-0.37891284
18552850369.169,0.85162342,-0.30688524
19050912921.201,0.86935425,-0.0075800461
19562346265.364,0.70416486,-0.0024867896
20087509348.706,0.6142571,-0.66093612
20626770754.425,0.8295694,-0.17933029
21180508960.56,0.89600766,0.16030638
21749112605.624,0.57121402,-0.49704722
22332980761.364,0.65623009,-0.56238014
22932523212.855,0.77889675,0.11896328
23548160746.099,0.64874285,-0.28569129
24180325443.354,0.66057181,-0.59438545
24829460986.391,0.794361,0.25515771
25496022967.886,0.70937943,-0.43871814
26180479211.178,0.52558178,-0.68655431
26883310098.609,0.60100675,0.47296616
27605008908.675,0.48002663,-0.60807371
28346082162.236,0.84008461,0.23924764
29107049978.011,0.80757338,0.11437184
29888446437.621,0.86871237,-0.084489964
30690819960.437,0.58695269,0.50653785
31514733688.477,0.59020215,-0.49278754
32360765881.653,0.35553968,0.71341431
33229510323.611,0.77151018,-0.24367696
34121576738.487,0.58058757,0.44138181
35037591218.825,0.82352155,-0.031840637
35978196665.009,0.36229286,0.62333316
36944053236.475,0.76144797,0.027850227
37935838815.036,-0.20109417,0.54778707
38954249480.659,0.61348349,0.60698158
40000000000,-0.078958221,0.90059537
END

