!CSV A.01.01
!Agilent Technologies,E8363C,SG49030112,A.09.42.10
!Agilent E8363C: A.09.42.10
!Date: Friday, June 11, 2021 12:19:56
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),S11(REAL),S11(IMAG)
2612339056.8028,0.26643384,-0.64073896
2682468887.6112,0.23435192,-0.68481636
2754481396.3807,0.18786904,-0.64803433
2828427124.7462,0.20054798,-0.67051297
2904357971.1636,0.13030289,-0.66751242
2982327227.3343,0.13485782,-0.66418755
3062389615.608,0.13273522,-0.71308643
3144601327.3889,0.049216457,-0.65499604
3229020062.5739,0.081317864,-0.62502688
3315705070.0485,0.08189816,-0.69187456
3404717189.2707,0.038752731,-0.68187767
3496118892.9707,0.02278371,-0.62200928
3589974330.9972,0.030302405,-0.62178427
3686349375.3406,0.041305695,-0.63299805
3785311666.3648,0.026466146,-0.64717495
3886930660.2806,-0.0091068875,-0.64013779
3991277677.8928,-0.042033877,-0.62908888
4098425954.6569,-0.10113516,-0.57658207
4208450692.0784,-0.14962561,-0.58319789
4321429110.4932,-0.16593623,-0.58855879
4437440503.264,-0.1682581,-0.57878202
4556566292.4321,-0.16261338,-0.61810648
4678890085.8628,-0.14963792,-0.6322422
4804497735.9257,-0.1305135,-0.62939888
4933477399.7493,-0.11803266,-0.64391893
5065919601.0939,-0.17687069,-0.62640858
5201917293.8851,-0.15773843,-0.62740237
5341565927.4533,-0.13824113,-0.60461342
5484963513.5241,-0.1494797,-0.57710934
5632210695.0077,-0.20819716,-0.51794797
5783410816.6341,-0.27443218,-0.49858615
5938669997.4857,-0.26745349,-0.55384058
6098097205.4762,-0.27275795,-0.53042418
6261804333.829,-0.34879839,-0.50880283
6429906279.6093,-0.29465672,-0.53854656
6602521024.364,-0.35648385,-0.53528047
6779769716.9262,-0.22077911,-0.57681113
6961776758.4431,-0.29264373,-0.51462919
7148669889.6865,-0.17548946,-0.56658161
7340580280.7068,-0.34123603,-0.49841607
7537642622.8943,-0.26259789,-0.40834907
7739995223.5113,-0.3784017,-0.44483319
7947780102.7631,-0.48285711,-0.34788069
8161143093.4735,-0.45578638,-0.36631489
8380233943.4371,-0.455621,-0.40405798
8605206420.5195,-0.3322866,-0.44474256
8836218420.5777,-0.29235089,-0.48740083
9073432078.2793,-0.24613953,-0.46246904
9317013880.8956,-0.28378338,-0.37621626
9567134785.15,-0.37902224,-0.2381897
9823970337.203,-0.48692843,-0.16859527
10087700795.859,-0.53596896,-0.32272616
10358511259.078,-0.43987557,-0.49453735
10636591793.89,-0.30377603,-0.40596822
10922137569.788,-0.40865293,-0.34188381
11215348995.709,-0.36999881,-0.37044969
11516431860.691,-0.48089311,-0.043833945
11825597478.302,-0.54859674,-0.22819373
12143062834.953,-0.57286292,-0.29077837
12469050742.186,-0.47650495,-0.4555268
12803789993.056,-0.27741387,-0.30864027
13147515522.703,-0.37657905,-0.13261709
13500468573.249,-0.52090609,-0.10502864
13862896863.103,-0.49573728,-0.13163419
14235054760.827,-0.47344893,-0.17068757
14617203463.663,-0.41757804,-0.14857659
15009611180.85,-0.48935974,-0.055688664
15412553321.868,-0.58946353,0.012552951
15826312689.732,-0.63430345,-0.15058812
16251179679.474,-0.34202078,-0.36850682
16687452481.962,-0.55000424,-0.094343178
17135437293.173,-0.39376485,0.029219143
17595448529.107,-0.56254488,0.17364565
18067809046.449,-0.37567937,-0.21837537
18552850369.169,-0.27831379,-0.21929999
19050912921.201,-0.36444345,0.074441954
19562346265.364,-0.65899259,0.11694591
20087509348.706,-0.52382982,-0.3288511
20626770754.425,-0.36989957,-0.14730836
21180508960.56,-0.37970167,0.22704449
21749112605.624,-0.62679809,-0.091636762
22332980761.364,-0.5071317,-0.37649417
22932523212.855,-0.43209442,0.23049146
23548160746.099,-0.63119322,0.11679021
24180325443.354,-0.19451916,-0.44296813
24829460986.391,-0.3782261,0.26992592
25496022967.886,-0.52600443,-0.051090915
26180479211.178,-0.44187713,-0.4320738
26883310098.609,-0.50757289,0.3265292
27605008908.675,-0.5449577,-0.40532175
28346082162.236,-0.18834443,0.11969162
29107049978.011,-0.6272369,-0.037300736
29888446437.621,-0.11035263,-0.34661767
30690819960.437,-0.60695571,0.23003282
31514733688.477,-0.13786153,-0.59260261
32360765881.653,-0.44578588,0.10843512
33229510323.611,-0.093816482,-0.53942531
34121576738.487,-0.34386092,-0.034821905
35037591218.825,-0.016168339,-0.55939722
35978196665.009,-0.41727766,-0.058946997
36944053236.475,-0.25329939,-0.44910872
37935838815.036,-0.0027690304,-0.49045366
38954249480.659,0.056796674,-0.51741523
40000000000,0.1102737,-0.19056219
END

