!CSV A.01.01
!Agilent Technologies,E8363C,SG49030112,A.09.42.10
!Agilent E8363C: A.09.42.10
!Date: Tuesday, October 22, 2019 12:15:29
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),S11(REAL),S11(IMAG)
1665106414.8037,0.68732572,-0.53289104
1709807209.2294,0.61125344,-0.539249
1755708023.6684,0.62471509,-0.60556704
1802841073.388,0.59259772,-0.5560351
1851239438.4938,0.5774439,-0.57921267
1900937087.1467,0.54729903,-0.58652073
1951968899.4039,0.55825335,-0.6198625
2004370691.6988,0.53838533,-0.67128861
2058179241.9787,0.48916256,-0.65678298
2113432315.5173,0.4531402,-0.67290628
2170168691.42,0.44146055,-0.67666227
2228428189.841,0.44494307,-0.71078438
2288251699.9307,0.40769914,-0.73746657
2349681208.5334,0.42058682,-0.70902818
2412759829.6561,0.39330059,-0.73230642
2477531834.7273,0.3859531,-0.70003331
2544042683.6691,0.34042019,-0.7351805
2612339056.8028,0.35071573,-0.72322989
2682468887.6112,0.35631251,-0.7688145
2754481396.3807,0.256565,-0.76164055
2828427124.7462,0.29062942,-0.74337542
2904357971.1636,0.21808334,-0.76743519
2982327227.3343,0.17698018,-0.72415906
3062389615.608,0.21631458,-0.74883091
3144601327.3889,0.1391966,-0.75895053
3229020062.5739,0.12469703,-0.70354545
3315705070.0485,0.13691647,-0.7231161
3404717189.2707,0.1105983,-0.75033063
3496118892.9707,0.057220064,-0.72887504
3589974330.9972,0.017868228,-0.68292576
3686349375.3406,0.042743895,-0.65794057
3785311666.3648,0.017217264,-0.69841343
3886930660.2806,0.0064340397,-0.72258413
3991277677.8928,-0.049261004,-0.73596442
4098425954.6569,-0.099155329,-0.6852265
4208450692.0784,-0.10974298,-0.68422168
4321429110.4932,-0.12605815,-0.70087802
4437440503.264,-0.092150129,-0.66719776
4556566292.4321,-0.044322595,-0.69963902
4678890085.8628,-0.058432572,-0.72269452
4804497735.9257,-0.062153522,-0.7124939
4933477399.7493,-0.094360918,-0.73011494
5065919601.0939,-0.14534248,-0.66706759
5201917293.8851,-0.16335507,-0.63596433
5341565927.4533,-0.18142702,-0.58818579
5484963513.5241,-0.27674371,-0.55485368
5632210695.0077,-0.32057011,-0.56445867
5783410816.6341,-0.28731236,-0.60177112
5938669997.4857,-0.26107809,-0.63095063
6098097205.4762,-0.27584231,-0.61131978
6261804333.829,-0.22253262,-0.63379806
6429906279.6093,-0.20679818,-0.6381439
6602521024.364,-0.18550521,-0.60376972
6779769716.9262,-0.27863327,-0.49277854
6961776758.4431,-0.29990542,-0.56094557
7148669889.6865,-0.4042916,-0.36573255
7340580280.7068,-0.3922576,-0.48796657
7537642622.8943,-0.48719487,-0.44346356
7739995223.5113,-0.35218841,-0.47143915
7947780102.7631,-0.29927585,-0.54742509
8161143093.4735,-0.29357427,-0.52762592
8380233943.4371,-0.28586721,-0.48578644
8605206420.5195,-0.43121281,-0.42466444
8836218420.5777,-0.50636798,-0.31141293
9073432078.2793,-0.5939346,-0.29902592
9317013880.8956,-0.57385927,-0.34296861
9567134785.15,-0.51969928,-0.45930925
9823970337.203,-0.35658112,-0.50605398
10087700795.859,-0.30396545,-0.42435044
10358511259.078,-0.47050825,-0.22568054
10636591793.89,-0.61861056,-0.27173179
10922137569.788,-0.48240042,-0.3277863
11215348995.709,-0.58193564,-0.26248702
11516431860.691,-0.3702924,-0.48248148
11825597478.302,-0.39800188,-0.31681627
12143062834.953,-0.4739626,-0.1596037
12469050742.186,-0.55105758,-0.090764388
12803789993.056,-0.5725441,-0.41517895
13147515522.703,-0.4857899,-0.4732157
13500468573.249,-0.47167197,-0.23016423
13862896863.103,-0.48634142,-0.10824199
14235054760.827,-0.46983141,-0.19686297
14617203463.663,-0.45926172,-0.20467216
15009611180.85,-0.35900763,-0.31397897
15412553321.868,-0.4581399,-0.081060208
15826312689.732,-0.57147586,0.13041979
16251179679.474,-0.64729255,-0.28204614
16687452481.962,-0.48225141,-0.074781343
17135437293.173,-0.42491591,-0.16274706
17595448529.107,-0.44212544,0.22097982
18067809046.449,-0.46347085,-0.19035162
18552850369.169,-0.36509055,-0.31373706
19050912921.201,-0.35700491,0.050997626
19562346265.364,-0.63830203,0.2364866
20087509348.706,-0.58309859,-0.27484301
20626770754.425,-0.39041758,-0.067958429
21180508960.56,-0.41206861,0.31383699
21749112605.624,-0.61499977,-0.15610996
22332980761.364,-0.41665459,-0.19532424
22932523212.855,-0.52483094,0.33738509
23548160746.099,-0.61277229,-0.15038139
24180325443.354,-0.081415102,0.15491636
24829460986.391,-0.62006825,0.27231929
25496022967.886,-0.50206965,-0.16531034
26180479211.178,-0.078638874,0.22963543
26883310098.609,-0.6123203,-0.23774029
27605008908.675,-0.2015031,0.012189282
28346082162.236,-0.73626441,0.073177084
29107049978.011,-0.24903633,-0.32536447
29888446437.621,-0.67575598,0.16787951
30690819960.437,-0.27145445,-0.40930796
31514733688.477,-0.51167309,0.39266887
32360765881.653,-0.11855023,-0.51160377
33229510323.611,-0.67064852,0.05760977
34121576738.487,-0.26919457,-0.28759038
35037591218.825,-0.66813916,-0.24130559
35978196665.009,-0.18176849,-0.17192775
36944053236.475,-0.52449065,-0.2009657
37935838815.036,-0.20747273,-0.35635492
38954249480.659,-0.20640765,-0.57423764
40000000000,0.027271431,-0.2365419
END

