!CSV A.01.01
!Agilent Technologies,E8363C,SG49030112,A.09.42.10
!Agilent E8363C: A.09.42.10
!Date: Friday, June 11, 2021 09:13:45
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),S11(REAL),S11(IMAG)
4437440503.264,0.50829273,-0.26890025
4556566292.4321,0.53114295,-0.30058196
4678890085.8628,0.51960754,-0.28813985
4804497735.9257,0.51825279,-0.29187799
4933477399.7493,0.51694763,-0.26813507
5065919601.0939,0.50393367,-0.2957443
5201917293.8851,0.51374227,-0.28468934
5341565927.4533,0.54098475,-0.2898744
5484963513.5241,0.5681383,-0.22304672
5632210695.0077,0.54841697,-0.17233294
5783410816.6341,0.48773742,-0.2097766
5938669997.4857,0.50751942,-0.235028
6098097205.4762,0.52271181,-0.19744013
6261804333.829,0.47377264,-0.24311192
6429906279.6093,0.47978121,-0.26615593
6602521024.364,0.42540166,-0.32975599
6779769716.9262,0.49149513,-0.31435996
6961776758.4431,0.44045332,-0.29198021
7148669889.6865,0.58806545,-0.2948755
7340580280.7068,0.48051143,-0.19540255
7537642622.8943,0.57295877,-0.11916068
7739995223.5113,0.47450367,-0.19805872
7947780102.7631,0.39736792,-0.15339759
8161143093.4735,0.40523931,-0.22683245
8380233943.4371,0.38980231,-0.30308115
8605206420.5195,0.41712722,-0.33094892
8836218420.5777,0.50664783,-0.32325131
9073432078.2793,0.58563411,-0.30082759
9317013880.8956,0.5749405,-0.18935011
9567134785.15,0.50982398,-0.14168294
9823970337.203,0.40052941,-0.16460408
10087700795.859,0.32554317,-0.31086415
10358511259.078,0.38570929,-0.43354139
10636591793.89,0.51326507,-0.34256864
10922137569.788,0.42521191,-0.23922831
11215348995.709,0.505211,-0.31055912
11516431860.691,0.43249899,-0.091838911
11825597478.302,0.33846211,-0.26577935
12143062834.953,0.26394266,-0.39644024
12469050742.186,0.30444556,-0.43481743
12803789993.056,0.58553475,-0.23308344
13147515522.703,0.57074487,-0.16982269
13500468573.249,0.34391406,-0.28050733
13862896863.103,0.26781154,-0.32059535
14235054760.827,0.34655893,-0.27827495
14617203463.663,0.36307463,-0.28338107
15009611180.85,0.42063197,-0.13523817
15412553321.868,0.29053536,-0.20980367
15826312689.732,0.093285605,-0.40233991
16251179679.474,0.39955959,-0.5477438
16687452481.962,0.25814968,-0.29963061
17135437293.173,0.44990236,-0.29178098
17595448529.107,0.20048328,-0.21275929
18067809046.449,0.30008134,-0.42883265
18552850369.169,0.46931472,-0.41218323
19050912921.201,0.40006,-0.24455673
19562346265.364,0.041964371,-0.25966236
20087509348.706,0.054463349,-0.60391015
20626770754.425,0.42158046,-0.34320551
21180508960.56,0.35919347,-0.17631078
21749112605.624,-0.11366215,-0.45299089
22332980761.364,0.20548853,-0.63984472
22932523212.855,0.3276259,-0.18505125
23548160746.099,-0.2123971,-0.31991512
24180325443.354,0.32387775,-0.60487175
24829460986.391,0.34142718,-0.11649557
25496022967.886,-0.02785117,-0.3808153
26180479211.178,0.11622476,-0.67881364
26883310098.609,0.12762739,-0.060505308
27605008908.675,-0.067334056,-0.57702547
28346082162.236,0.53290123,-0.065869354
29107049978.011,-0.12404933,-0.2974661
29888446437.621,0.53297991,-0.32862607
30690819960.437,0.037755895,-0.088620842
31514733688.477,0.25264797,-0.57992029
32360765881.653,0.24790178,0.12546866
33229510323.611,0.33146831,-0.49176317
34121576738.487,0.31437111,-0.070814386
35037591218.825,0.41407239,-0.45124963
35978196665.009,0.20615828,0.037613906
36944053236.475,0.22722471,-0.39459518
37935838815.036,0.18982254,0.059107937
38954249480.659,0.52233982,-0.14619416
40000000000,0.29519001,0.42477489
END

